,mean_CV_roc_auc,std_CV_roc_auc,mean_CV_balanced_accuracy,std_CV_balanced_accuracy,mean_CV_accuracy,std_CV_accuracy,mean_CV_precision,std_CV_precision,mean_CV_recall,std_CV_recall,mean_CV_f1,std_CV_f1
random_forest,0.4948,0.0204,0.495,0.017,0.4965,0.0177,0.4953,0.0174,0.495,0.017,0.4919,0.0142
